id,title,genre,original_language,overview,popularity,release_date,vote_average,vote_count
615457,Nobody,"Action,Crime,Thriller",en,"Hutch Mansell, a suburban dad, overlooked husband, nothing neighbor — a ""nobody."" When two thieves break into his home one night, Hutch's unknown long-simmering rage is ignited and propels him on a brutal path that will uncover dark secrets he fought to leave behind.",181.22,2021-03-18,8.1,4816
500,Reservoir Dogs,"Crime,Thriller",en,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.",26.577,1992-09-02,8.1,12060
68718,Django Unchained,"Drama,Western",en,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",66.924,2012-12-25,8.2,22784
831827,Far From the Tree,"Animation,Family",en,"On an idyllic beach in the Pacific Northwest, curiosity gets the better of a young raccoon whose frustrated parent attempts to keep them both safe.",94.009,2021-11-24,8.1,287
337404,Cruella,"Comedy,Crime",en,"In 1970s London amidst the punk rock revolution, a young grifter named Estella is determined to make a name for herself with her designs. She befriends a pair of young thieves who appreciate her appetite for mischief, and together they are able to build a life for themselves on the London streets. One day, Estella’s flair for fashion catches the eye of the Baroness von Hellman, a fashion legend who is devastatingly chic and terrifyingly haute. But their relationship sets in motion a course of events and revelations that will cause Estella to embrace her wicked side and become the raucous, fashionable and revenge-bent Cruella.",309.589,2021-05-26,8.1,7282
600,Full Metal Jacket,"Drama,War",en,A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,33.082,1987-06-26,8.1,8651
489,Good Will Hunting,Drama,en,"Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he solves a difficult graduate-level math problem, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he will get treatment from therapist Sean Maguire.",75.319,1997-12-05,8.1,9793
239,Some Like It Hot,"Comedy,Music,Romance,Crime",en,"Two musicians witness a mob hit and struggle to find a way out of the city before they are found by the gangsters. Their only opportunity is to join an all-girl band as they leave on a tour. To make their getaway they must first disguise themselves as women, then keep their identities secret and deal with the problems this brings - such as an attractive bandmate and a very determined suitor.",18.609,1959-03-19,8.1,2764
935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"Drama,Comedy,War",en,"After the insane General Jack D. Ripper initiates a nuclear strike on the Soviet Union, a war room full of politicians, generals and a Russian diplomat all frantically try to stop the nuclear strike.",20.98,1964-01-29,8.1,4556
348,Alien,"Horror,Science Fiction",en,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",56.013,1979-05-25,8.1,11835
655,"Paris, Texas",Drama,en,"A man wanders out of the desert not knowing who he is. His brother finds him, and helps to pull his memory back of the life he led before he walked out on his family and disappeared four years earlier.",13.936,1984-08-23,8.1,1294
638507,How to Train Your Dragon: Homecoming,"Animation,Fantasy,Adventure,Action,Family",en,"It's been ten years since the dragons moved to the Hidden World, and even though Toothless doesn't live in New Berk anymore, Hiccup continues the holiday traditions he once shared with his best friend. But the Vikings of New Berk were beginning to forget about their friendship with dragons. Hiccup, Astrid, and Gobber know just what to do to keep the dragons in the villagers' hearts. And across the sea, the dragons have a plan of their own...",66.113,2019-10-25,8.1,703
17663,Anne of Green Gables,"Family,Drama",en,"At the turn of the century on Prince Edward Island, Matthew Cuthbert and his sister Marilla decide to take on an orphan boy as help for their farm. But they get an unexpected jolt when they're mistakenly sent a girl instead: Anne Shirley.",17.847,1985-12-01,8.1,200
12445,Harry Potter and the Deathly Hallows: Part 2,"Fantasy,Adventure",en,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",290.891,2011-07-07,8.1,17487
92060,Michael Jackson's Thriller,"Horror,Music",en,A night at the movies turns into a nightmare when Michael and his date are attacked by a horde of bloody-thirsty zombies.,10.247,1983-11-14,8.1,442
37165,The Truman Show,"Comedy,Drama",en,"Truman Burbank is the star of The Truman Show, a 24-hour-a-day reality TV show that broadcasts every aspect of his life without his knowledge. His entire life has been an unending soap opera for consumption by the rest of the world. And everyone he knows, including his wife and his best friend is really an actor, paid to be part of his life.",45.536,1998-06-04,8.1,14986
550776,Believe Me: The Abduction of Lisa McVey,"Drama,TV Movie",en,"On the night she plans on taking her own life, 17-year-old 'Lisa McVey' is kidnapped and finds herself fighting to stay alive and manages to be a victim of rape. She manages to talk her attacker into releasing her, but when she returns home, no one believes her story except for one detective, who suspects she was abducted by a serial killer. Based on horrifying true events.",38.786,2018-09-30,8.1,416
7345,There Will Be Blood,Drama,en,"Ruthless silver miner, turned oil prospector, Daniel Plainview, moves to oil-rich California. Using his son to project a trustworthy, family-man image, Plainview cons local landowners into selling him their valuable properties for a pittance. However, local preacher Eli Sunday suspects Plainview's motives and intentions, starting a slow-burning feud that threatens both their lives.",19.484,2007-12-26,8.1,5220
529531,Hannah Gadsby: Nanette,Comedy,en,The Australian comedian Hannah Gadsby is taking an anti-comedy stance in her newest special.,6.355,2018-06-19,8.1,226
38,Eternal Sunshine of the Spotless Mind,"Science Fiction,Drama,Romance",en,"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.",31.087,2004-03-19,8.1,12443
843906,Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,"Animation,Comedy,Mystery,Family,Fantasy",en,"With Mystery, Inc. on the tail of a strange object in Nowhere, Kansas, the strange hometown of Eustice, Muriel, and Courage, the gang soon find themselves contending with a giant cicada monster and her winged warriors.",133.638,2021-09-14,8.1,304
359940,"Three Billboards Outside Ebbing, Missouri","Crime,Drama",en,"After seven months have passed without a culprit in her daughter's murder case, Mildred Hayes makes a bold move, painting three signs leading into her town with a controversial message directed at Bill Willoughby, the town's revered chief of police. When his second-in-command Officer Jason Dixon, an immature mother's boy with a penchant for violence, gets involved, the battle between Mildred and Ebbing's law enforcement is only exacerbated.",20.944,2017-12-01,8.1,8629
334543,Lion,Drama,en,"A five-year-old Indian boy gets lost on the streets of Calcutta, thousands of kilometers from home. He survives many challenges before being adopted by a couple in Australia; 25 years later, he sets out to find his lost family.",25.744,2016-01-20,8.1,5761
574074,Kitbull,"Animation,Family,Drama",en,"An unlikely connection sparks between two creatures: a fiercely independent stray kitten and a pit bull. Together, they experience friendship for the first time.",6.404,2019-01-18,8.1,265
347688,Scooby-Doo! and Kiss: Rock and Roll Mystery,"Family,Animation,Comedy",en,"Get ready to Rock! Scooby-Doo and the Mystery Inc. Gang team up with the one and only KISS in this all-new, out-of-this-world adventure! We join the Gang at Kiss World – the all-things-Kiss theme park, as they investigate a series of strange hauntings. With help from Kiss, they discover that the Crimson Witch has returned to summon The Destroyer from the alternate dimension of Kissteria! The evil duos ghastly plan, to destroy the earth! Can the Gang's cunning and Kiss's power of rock save the day?!",18.978,2015-07-10,8.1,228
449176,"Love, Simon","Comedy,Drama,Romance",en,Everyone deserves a great love story. But for seventeen-year old Simon Spier it's a little more complicated: he's yet to tell his family or friends he's gay and he doesn't know the identity of the anonymous classmate he's fallen for online.,32.996,2018-02-16,8.1,5423
